temp,hum,windspeed,atemp,cnt
0.76,0.7,0.2239,0.7273,552
0.74,0.7,0.2537,0.697,385
0.74,0.74,0.2537,0.7121,268
0.74,0.7,0.2836,0.697,179
0.72,0.74,0.2985,0.697,95
0.72,0.74,0.2537,0.697,37
0.7,0.84,0.194,0.6667,13
0.7,0.84,0.194,0.6667,9
0.7,0.79,0.2836,0.6667,4
0.7,0.79,0.2836,0.6667,5
0.7,0.79,0.2985,0.6667,40
0.7,0.79,0.2836,0.6667,210
0.7,0.79,0.2537,0.6667,500
0.72,0.74,0.194,0.697,725
0.74,0.7,0.2537,0.697,290
0.76,0.7,0.1642,0.7273,235
0.78,0.62,0.1642,0.7424,217
0.78,0.7,0.1045,0.7727,266
0.8,0.63,0.1642,0.7879,234
0.82,0.56,0.1045,0.7879,211
0.78,0.7,0.194,0.7727,245
0.76,0.7,0.2537,0.7273,430
0.76,0.66,0.2537,0.7273,863
0.76,0.75,0.194,0.7424,839
0.74,0.7,0.1642,0.697,662
0.72,0.84,0.1642,0.7121,412
0.72,0.79,0.0,0.697,296
0.72,0.79,0.0,0.697,219
0.7,0.84,0.0896,0.6667,150
0.7,0.84,0.0896,0.6667,65
0.7,0.84,0.0,0.6667,18
0.72,0.79,0.0,0.697,8
0.7,0.84,0.1045,0.6667,9
0.7,0.84,0.0896,0.6667,8
0.7,0.84,0.194,0.6667,38
0.7,0.84,0.0896,0.6667,200
0.7,0.84,0.1045,0.6667,482
0.7,0.79,0.0,0.6667,646
0.66,0.94,0.1343,0.5909,123
0.66,0.94,0.1343,0.5909,49
0.7,0.84,0.1642,0.6667,62
0.72,0.79,0.2239,0.697,137
0.72,0.79,0.1045,0.697,191
0.74,0.74,0.0896,0.7121,216
0.74,0.66,0.194,0.697,270
0.74,0.7,0.2239,0.697,416
0.74,0.7,0.2537,0.697,808
0.72,0.7,0.2537,0.6818,835
0.68,0.74,0.2537,0.6364,558
0.66,0.78,0.2239,0.6061,406
0.64,0.89,0.1642,0.5758,272
0.64,0.89,0.1642,0.5758,217
0.64,0.89,0.1642,0.5758,169
0.64,0.89,0.1343,0.5758,96
0.62,0.88,0.1045,0.5606,29
0.62,0.83,0.0896,0.5758,11
0.62,0.83,0.0896,0.5758,9
0.62,0.88,0.0,0.5606,8
0.62,0.88,0.0,0.5606,40
0.62,0.88,0.1045,0.5606,140
0.64,0.89,0.1045,0.5758,486
0.66,0.83,0.1045,0.6061,719
0.7,0.79,0.1343,0.6667,344
0.72,0.74,0.1343,0.697,224
0.76,0.62,0.1343,0.7121,296
0.78,0.59,0.1642,0.7424,323
0.8,0.59,0.2537,0.7727,354
0.8,0.59,0.2537,0.7727,253
0.8,0.55,0.2537,0.7576,331
0.8,0.55,0.2836,0.7576,470
0.78,0.59,0.3284,0.7424,772
0.76,0.62,0.2985,0.7121,792
0.74,0.62,0.2836,0.6818,568
0.72,0.66,0.2239,0.6818,391
0.7,0.74,0.1642,0.6667,301
0.7,0.74,0.2239,0.6667,299
0.66,0.89,0.2537,0.5909,248
0.66,0.89,0.2537,0.5909,150
0.66,0.89,0.2836,0.5909,117
0.66,0.89,0.3284,0.5909,77
0.66,0.89,0.2239,0.5909,43
0.66,0.94,0.2239,0.5909,11
0.66,0.94,0.2537,0.5909,15
0.66,0.89,0.2836,0.5909,34
0.66,0.89,0.2836,0.5909,82
0.7,0.79,0.3284,0.6667,230
0.7,0.74,0.3881,0.6667,348
0.74,0.7,0.3881,0.697,422
0.76,0.62,0.4478,0.7121,578
0.8,0.55,0.4925,0.7576,694
0.82,0.52,0.5224,0.7727,668
0.82,0.52,0.4478,0.7727,626
0.56,0.88,0.2537,0.5303,512
0.56,0.88,0.194,0.5303,114
0.58,0.83,0.194,0.5455,171
0.58,0.83,0.1343,0.5455,167
0.58,0.88,0.1045,0.5455,215
0.58,0.88,0.0896,0.5455,194
0.6,0.83,0.1642,0.5606,181
0.58,0.78,0.2985,0.5455,194
0.58,0.73,0.1642,0.5455,133
0.56,0.73,0.194,0.5303,124
0.56,0.73,0.2239,0.5303,124
0.54,0.77,0.2836,0.5152,96
0.54,0.73,0.2239,0.5152,46
0.52,0.77,0.2537,0.5,28
0.52,0.77,0.194,0.5,55
0.52,0.77,0.194,0.5,35
0.54,0.73,0.1642,0.5152,70
0.58,0.68,0.2239,0.5455,170
0.62,0.61,0.2537,0.6061,299
0.64,0.57,0.2985,0.6212,495
0.66,0.47,0.2537,0.6212,585
0.66,0.47,0.0,0.6212,757
0.68,0.39,0.0,0.6364,729
0.72,0.3,0.2836,0.6515,647
0.72,0.32,0.2537,0.6515,696
0.68,0.36,0.2836,0.6364,701
0.7,0.37,0.2537,0.6364,671
0.66,0.36,0.2537,0.6212,560
0.66,0.36,0.2537,0.6212,496
0.62,0.41,0.2836,0.6212,356
0.6,0.46,0.2239,0.6212,206
0.58,0.49,0.2537,0.5455,189
0.56,0.52,0.2836,0.5303,92
0.56,0.52,0.2836,0.5303,41
0.54,0.6,0.194,0.5152,18
0.54,0.6,0.3582,0.5152,17
0.52,0.68,0.2836,0.5,12
0.52,0.68,0.2836,0.5,5
0.5,0.72,0.2537,0.4848,40
0.5,0.72,0.1343,0.4848,180
0.52,0.68,0.2239,0.5,447
0.56,0.6,0.2836,0.5303,730
0.6,0.53,0.2985,0.6212,361
0.62,0.5,0.2836,0.6212,210
0.62,0.43,0.2985,0.6212,236
0.64,0.44,0.3881,0.6212,332
0.64,0.38,0.2239,0.6212,323
0.66,0.36,0.2836,0.6212,340
0.66,0.31,0.3881,0.6212,346
0.66,0.34,0.3284,0.6212,488
0.66,0.34,0.3284,0.6212,871
0.62,0.35,0.2985,0.6212,968
0.62,0.38,0.2985,0.6212,633
0.6,0.4,0.194,0.6212,390
0.56,0.49,0.1642,0.5303,285
0.54,0.52,0.1343,0.5152,159
0.54,0.52,0.0,0.5152,93
0.52,0.59,0.1045,0.5,32
0.5,0.63,0.0,0.4848,10
0.48,0.77,0.1642,0.4697,6
0.48,0.67,0.1343,0.4697,8
0.48,0.72,0.1045,0.4697,9
0.46,0.72,0.0896,0.4545,44
0.46,0.77,0.1045,0.4545,211
0.5,0.72,0.1045,0.4848,596
0.54,0.68,0.0896,0.5152,750
0.6,0.49,0.0,0.6212,358
0.62,0.38,0.0,0.6212,196
0.64,0.33,0.0896,0.6212,247
0.64,0.33,0.0,0.6212,316
0.66,0.29,0.0896,0.6212,328
0.68,0.3,0.0896,0.6212,255
0.7,0.28,0.1045,0.6364,326
0.7,0.28,0.1343,0.6364,536
0.7,0.28,0.0,0.6364,970
0.64,0.36,0.1642,0.6212,877
0.62,0.41,0.194,0.6212,596
0.58,0.56,0.1343,0.5455,461
0.56,0.6,0.1045,0.5303,310
0.56,0.64,0.1045,0.5303,216
0.54,0.68,0.1045,0.5152,109
0.52,0.72,0.1045,0.5,49
0.52,0.72,0.1045,0.5,21
0.52,0.72,0.0896,0.5,11
0.5,0.77,0.0896,0.4848,7
0.5,0.72,0.0896,0.4848,5
0.5,0.72,0.0896,0.4848,48
0.5,0.72,0.0896,0.4848,205
0.52,0.72,0.0,0.5,557
0.56,0.64,0.1045,0.5303,770
0.6,0.64,0.1343,0.6061,328
0.62,0.61,0.1343,0.6061,205
0.66,0.5,0.194,0.6212,232
0.68,0.36,0.1343,0.6364,352
0.7,0.34,0.1343,0.6364,323
0.7,0.37,0.1642,0.6364,278
0.72,0.37,0.1343,0.6515,318
0.72,0.37,0.1642,0.6515,509
0.7,0.41,0.2985,0.6364,925
0.66,0.44,0.2537,0.6212,977
0.64,0.5,0.194,0.6212,635
0.62,0.57,0.1343,0.6212,470
0.6,0.6,0.1343,0.6061,306
0.56,0.64,0.0896,0.5303,212
0.56,0.68,0.1045,0.5303,127
0.56,0.73,0.0896,0.5303,57
0.54,0.77,0.0896,0.5152,28
0.54,0.77,0.0,0.5152,9
0.52,0.83,0.0,0.5,11
0.52,0.83,0.0,0.5,6
0.52,0.83,0.0,0.5,57
0.5,0.82,0.0,0.4848,195
0.54,0.77,0.0,0.5152,571
0.56,0.73,0.0,0.5303,758
0.6,0.64,0.0896,0.6061,338
0.64,0.61,0.0896,0.6212,212
0.66,0.5,0.1642,0.6212,254
0.68,0.44,0.1045,0.6364,297
0.7,0.42,0.0,0.6364,283
0.72,0.39,0.1343,0.6515,274
0.72,0.42,0.1045,0.6515,352
0.72,0.39,0.0896,0.6515,491
0.72,0.42,0.194,0.6515,884
0.68,0.57,0.2537,0.6364,852
0.64,0.65,0.1343,0.6061,674
0.62,0.69,0.1045,0.6061,463
0.62,0.65,0.1045,0.6061,317
0.6,0.69,0.1343,0.5909,251
0.58,0.73,0.1045,0.5455,170
0.56,0.73,0.0896,0.5303,87
0.56,0.73,0.0896,0.5303,41
0.56,0.73,0.0,0.5303,30
0.54,0.77,0.0,0.5152,14
0.54,0.77,0.0,0.5152,12
0.54,0.83,0.0,0.5152,41
0.54,0.88,0.0,0.5152,152
0.56,0.88,0.0,0.5303,454
0.6,0.78,0.1642,0.5758,766
0.62,0.78,0.1642,0.5909,347
0.68,0.65,0.0,0.6364,246
0.68,0.61,0.1045,0.6364,280
0.7,0.54,0.194,0.6515,409
0.7,0.54,0.194,0.6515,408
0.72,0.45,0.1642,0.6515,371
0.72,0.48,0.1343,0.6667,367
0.72,0.51,0.0,0.6667,563
0.72,0.51,0.194,0.6667,894
0.72,0.45,0.2239,0.6515,808
0.68,0.57,0.1642,0.6364,579
0.66,0.61,0.1045,0.6212,404
0.64,0.73,0.2239,0.6061,312
0.62,0.83,0.194,0.5758,229
0.62,0.78,0.0896,0.5909,195
0.6,0.83,0.1045,0.5606,207
0.6,0.73,0.0,0.5909,109
0.58,0.78,0.1045,0.5455,93
0.6,0.73,0.2537,0.5909,37
0.6,0.69,0.3582,0.5909,6
0.58,0.6,0.5224,0.5455,16
0.54,0.49,0.4179,0.5152,33
0.54,0.52,0.2836,0.5152,73
0.56,0.49,0.4179,0.5303,212
0.6,0.43,0.4179,0.6212,342
0.62,0.41,0.3881,0.6212,442
0.64,0.38,0.3881,0.6212,627
0.66,0.36,0.3582,0.6212,706
0.68,0.36,0.194,0.6364,704
0.68,0.34,0.3284,0.6364,715
0.68,0.34,0.2836,0.6364,654
0.66,0.36,0.2239,0.6212,783
0.66,0.36,0.2537,0.6212,729
0.64,0.36,0.2836,0.6212,614
0.62,0.41,0.1642,0.6212,478
0.6,0.43,0.0896,0.6212,330
0.56,0.52,0.1045,0.5303,296
0.56,0.52,0.0,0.5303,279
0.54,0.6,0.0,0.5152,229
0.54,0.64,0.0,0.5152,151
0.54,0.64,0.0,0.5152,117
0.52,0.63,0.0,0.5,89
0.5,0.68,0.0,0.4848,48
0.5,0.72,0.0,0.4848,8
0.5,0.72,0.0,0.4848,13
0.5,0.72,0.0,0.4848,35
0.5,0.77,0.1045,0.4848,71
0.54,0.64,0.1642,0.5152,128
0.58,0.6,0.1343,0.5455,296
0.62,0.5,0.1045,0.6212,490
0.64,0.47,0.1642,0.6212,559
0.66,0.44,0.1642,0.6212,656
0.64,0.41,0.1642,0.6212,694
0.66,0.39,0.1343,0.6212,635
0.64,0.41,0.1642,0.6212,557
0.64,0.44,0.1642,0.6212,596
0.66,0.41,0.0,0.6212,570
0.62,0.5,0.1642,0.6212,481
0.62,0.5,0.1343,0.6212,403
0.6,0.53,0.1045,0.6212,324
0.6,0.56,0.1045,0.6212,191
0.56,0.68,0.0896,0.5303,127
0.54,0.68,0.1045,0.5152,94
0.54,0.68,0.1642,0.5152,45
0.52,0.72,0.0896,0.5,21
0.52,0.72,0.0,0.5,13
0.5,0.77,0.0896,0.4848,7
0.5,0.77,0.0,0.4848,11
0.48,0.82,0.0896,0.4697,45
0.48,0.82,0.0,0.4697,164
0.52,0.77,0.0,0.5,492
0.54,0.77,0.0896,0.5152,683
0.58,0.68,0.1343,0.5455,299
0.62,0.65,0.194,0.6061,202
0.62,0.69,0.2239,0.6061,252
0.62,0.69,0.194,0.6061,295
0.64,0.65,0.2537,0.6061,343
0.64,0.65,0.2537,0.6061,332
0.64,0.65,0.2537,0.6061,338
0.64,0.69,0.2537,0.6061,453
0.64,0.65,0.2239,0.6061,842
0.62,0.73,0.1642,0.5909,774
0.62,0.73,0.1045,0.5909,486
0.62,0.73,0.1343,0.5909,340
0.62,0.83,0.2239,0.5758,233
0.62,0.83,0.2537,0.5758,129
0.6,0.94,0.2537,0.5152,70
0.6,0.94,0.2537,0.5152,13
0.6,0.94,0.194,0.5152,5
0.6,0.94,0.194,0.5152,4
0.62,0.94,0.2836,0.5455,6
0.62,0.94,0.3582,0.5455,7
0.64,0.89,0.3284,0.5758,48
0.64,0.89,0.3284,0.5758,167
0.64,0.89,0.4478,0.5758,356
0.66,0.83,0.5522,0.6061,672
0.66,0.83,0.5821,0.6061,293
0.68,0.79,0.6418,0.6364,160
0.68,0.79,0.6418,0.6364,151
0.68,0.83,0.4478,0.6364,88
0.7,0.74,0.5821,0.6667,114
0.6,0.94,0.4627,0.5152,143
0.6,0.88,0.2537,0.5455,36
0.6,0.88,0.2985,0.5455,141
0.6,0.88,0.194,0.5455,338
0.6,0.88,0.1642,0.5455,281
0.6,0.88,0.2985,0.5455,324
0.6,0.88,0.194,0.5455,290
0.6,0.88,0.194,0.5455,207
0.58,0.83,0.4627,0.5455,151
0.56,0.83,0.2239,0.5303,78
0.56,0.68,0.2836,0.5303,26
0.54,0.68,0.2537,0.5152,12
0.54,0.64,0.3284,0.5152,3
0.52,0.63,0.2537,0.5,5
0.52,0.68,0.3582,0.5,10
0.52,0.68,0.2836,0.5,56
0.52,0.63,0.2537,0.5,172
0.52,0.63,0.2239,0.5,545
0.52,0.59,0.2239,0.5,797
0.54,0.6,0.2537,0.5152,362
0.56,0.52,0.194,0.5303,192
0.6,0.43,0.2537,0.6212,247
0.6,0.43,0.2537,0.6212,313
0.6,0.4,0.2537,0.6212,289
0.62,0.38,0.2537,0.6212,286
0.62,0.35,0.0,0.6212,311
0.62,0.35,0.0,0.6212,466
0.6,0.38,0.2239,0.6212,886
0.58,0.4,0.2836,0.5455,892
0.56,0.43,0.2239,0.5303,611
0.52,0.48,0.1642,0.5,409
0.5,0.59,0.1642,0.4848,349
0.5,0.63,0.0896,0.4848,229
0.48,0.67,0.0896,0.4697,123
0.5,0.63,0.0,0.4848,58
0.46,0.72,0.1045,0.4545,18
0.46,0.72,0.0896,0.4545,11
0.44,0.77,0.0,0.4394,6
0.44,0.77,0.1045,0.4394,6
0.44,0.77,0.1045,0.4394,56
0.44,0.77,0.0,0.4394,170
0.46,0.82,0.1045,0.4545,534
0.5,0.68,0.0896,0.4848,790
0.56,0.6,0.0896,0.5303,355
0.58,0.53,0.0896,0.5455,190
0.62,0.43,0.0,0.6212,243
0.62,0.43,0.1343,0.6212,290
0.64,0.44,0.1343,0.6212,336
0.64,0.47,0.194,0.6212,298
0.66,0.47,0.194,0.6212,291
0.64,0.47,0.1642,0.6212,457
0.64,0.5,0.2239,0.6212,976
0.6,0.56,0.2537,0.6212,900
0.58,0.6,0.2239,0.5455,603
0.56,0.64,0.1343,0.5303,417
0.56,0.64,0.194,0.5303,274
0.54,0.73,0.1045,0.5152,287
0.54,0.68,0.1045,0.5152,154
0.54,0.68,0.0,0.5152,66
0.52,0.72,0.0,0.5,49
0.52,0.72,0.0,0.5,14
0.5,0.77,0.0896,0.4848,12
0.5,0.77,0.0,0.4848,10
0.5,0.82,0.0,0.4848,49
0.5,0.77,0.0896,0.4848,165
0.52,0.77,0.0,0.5,503
0.54,0.73,0.1343,0.5152,757
0.58,0.68,0.1343,0.5455,383
0.62,0.61,0.2239,0.6061,225
0.66,0.57,0.2239,0.6212,321
0.68,0.57,0.1642,0.6364,389
0.7,0.54,0.1642,0.6515,421
0.7,0.54,0.2985,0.6515,412
0.7,0.54,0.2239,0.6515,423
0.7,0.54,0.194,0.6515,567
0.68,0.57,0.2836,0.6364,846
0.66,0.61,0.2537,0.6212,805
0.64,0.65,0.2537,0.6061,588
0.62,0.69,0.194,0.6061,369
0.6,0.73,0.2537,0.5909,312
0.6,0.73,0.194,0.5909,295
0.6,0.73,0.3284,0.5909,186
0.6,0.73,0.2836,0.5909,172
0.58,0.83,0.2985,0.5455,124
0.56,0.88,0.2537,0.5303,83
0.56,0.83,0.2836,0.5303,45
0.56,0.83,0.2836,0.5303,15
0.56,0.83,0.3284,0.5303,17
0.56,0.83,0.2985,0.5303,41
0.58,0.78,0.2537,0.5455,77
0.6,0.73,0.2985,0.5909,218
0.64,0.69,0.2537,0.6061,377
0.66,0.65,0.3284,0.6212,474
0.7,0.58,0.2836,0.6515,626
0.72,0.54,0.2985,0.6667,688
0.74,0.51,0.3582,0.6667,707
0.76,0.48,0.2836,0.6818,654
0.74,0.48,0.3881,0.6667,750
0.74,0.51,0.3284,0.6667,680
0.74,0.51,0.3284,0.6667,646
0.72,0.54,0.2836,0.6667,598
0.7,0.58,0.194,0.6515,407
0.7,0.54,0.2537,0.6515,325
0.64,0.57,0.2537,0.6212,261
0.62,0.57,0.194,0.6212,239
0.62,0.5,0.194,0.6212,171
0.62,0.38,0.2537,0.6212,180
0.54,0.52,0.3582,0.5152,142
0.52,0.48,0.2537,0.5,95
0.48,0.55,0.2985,0.4697,54
0.46,0.55,0.2239,0.4545,10
0.46,0.59,0.2537,0.4545,6
0.44,0.62,0.2537,0.4394,16
0.46,0.59,0.2239,0.4545,57
0.48,0.55,0.3582,0.4697,175
0.5,0.51,0.3284,0.4848,276
0.54,0.45,0.2537,0.5152,489
0.56,0.46,0.2537,0.5303,570
0.56,0.43,0.1045,0.5303,776
0.6,0.38,0.1642,0.6212,702
0.6,0.38,0.194,0.6212,666
0.6,0.33,0.2239,0.6212,640
0.6,0.33,0.3284,0.6212,691
0.56,0.35,0.2985,0.5303,723
0.54,0.37,0.194,0.5152,540
0.52,0.42,0.1642,0.5,413
0.52,0.42,0.1642,0.5,252
0.52,0.48,0.1045,0.5,196
0.52,0.48,0.0,0.5,138
0.5,0.59,0.1045,0.4848,100
0.46,0.63,0.194,0.4545,64
0.46,0.67,0.1343,0.4545,18
0.46,0.63,0.1343,0.4545,8
0.46,0.63,0.1642,0.4545,5
0.44,0.67,0.1045,0.4394,8
0.46,0.63,0.0,0.4545,37
0.46,0.59,0.0,0.4545,168
0.46,0.67,0.1343,0.4545,530
0.5,0.55,0.194,0.4848,750
0.52,0.52,0.194,0.5,328
0.54,0.49,0.2239,0.5152,198
0.56,0.37,0.194,0.5303,238
0.56,0.35,0.2985,0.5303,342
0.6,0.31,0.2985,0.6212,328
0.6,0.28,0.0,0.6061,303
0.6,0.31,0.0,0.6212,300
0.58,0.3,0.2537,0.5455,516
0.58,0.3,0.0,0.5455,898
0.54,0.37,0.1642,0.5152,853
0.52,0.39,0.1343,0.5,590
0.52,0.52,0.1045,0.5,432
0.5,0.51,0.1343,0.4848,256
0.5,0.51,0.2239,0.4848,172
0.46,0.63,0.1343,0.4545,94
0.46,0.67,0.1642,0.4545,64
0.44,0.72,0.1343,0.4394,13
0.42,0.77,0.1343,0.4242,14
0.42,0.71,0.0896,0.4242,5
0.42,0.71,0.1343,0.4242,9
0.42,0.77,0.0896,0.4242,47
0.44,0.77,0.2239,0.4394,194
0.44,0.77,0.194,0.4394,556
0.48,0.67,0.194,0.4697,805
0.54,0.56,0.2537,0.5152,409
0.56,0.52,0.2985,0.5303,170
0.6,0.46,0.2985,0.6212,218
0.62,0.43,0.2836,0.6212,302
0.64,0.47,0.2537,0.6212,305
0.66,0.39,0.3284,0.6212,293
0.66,0.36,0.3284,0.6212,303
0.66,0.39,0.2985,0.6212,495
0.66,0.39,0.2836,0.6212,967
0.64,0.41,0.2239,0.6212,822
0.62,0.5,0.2537,0.6212,539
0.6,0.56,0.2985,0.6212,425
0.6,0.56,0.2985,0.6212,297
0.6,0.56,0.2836,0.6212,188
0.6,0.56,0.3284,0.6212,98
0.58,0.64,0.2985,0.5455,40
0.58,0.64,0.3284,0.5455,29
0.58,0.64,0.2836,0.5455,17
0.58,0.64,0.2836,0.5455,10
0.56,0.73,0.2537,0.5303,14
0.56,0.73,0.2239,0.5303,36
0.54,0.73,0.194,0.5152,182
0.54,0.77,0.1343,0.5152,532
0.56,0.73,0.2985,0.5303,838
0.6,0.64,0.194,0.6061,334
0.6,0.73,0.2836,0.5909,185
0.64,0.61,0.2537,0.6212,227
0.68,0.61,0.2239,0.6364,316
0.7,0.58,0.2239,0.6515,340
0.74,0.48,0.2836,0.6667,277
0.74,0.48,0.2985,0.6667,300
0.74,0.45,0.2836,0.6667,468
0.74,0.48,0.2985,0.6667,953
0.74,0.48,0.2239,0.6667,884
0.7,0.54,0.1642,0.6515,627
0.66,0.69,0.194,0.6212,434
0.66,0.65,0.194,0.6212,360
0.62,0.69,0.194,0.6061,215
0.6,0.78,0.2537,0.5758,115
0.6,0.78,0.0896,0.5758,65
0.6,0.78,0.0896,0.5758,21
0.6,0.78,0.0896,0.5758,16
0.6,0.78,0.0,0.5758,7
0.56,0.94,0.1343,0.5303,8
0.58,0.83,0.0,0.5455,66
0.56,0.88,0.0896,0.5303,169
0.6,0.78,0.0,0.5758,558
0.62,0.71,0.0896,0.6061,794
0.66,0.65,0.0,0.6212,335
0.7,0.51,0.2836,0.6515,208
0.72,0.51,0.1642,0.6667,294
0.74,0.48,0.1343,0.6667,335
0.74,0.48,0.0,0.6667,326
0.76,0.45,0.0896,0.6818,258
0.76,0.45,0.0,0.6818,296
0.72,0.58,0.3284,0.6667,472
0.66,0.69,0.2985,0.6212,905
0.66,0.69,0.2239,0.6212,899
0.66,0.65,0.1343,0.6212,559
0.64,0.69,0.2239,0.6061,457
0.62,0.83,0.2985,0.5758,253
0.62,0.83,0.2985,0.5758,47
0.62,0.83,0.1642,0.5758,45
0.6,0.88,0.1642,0.5455,17
0.6,0.88,0.0,0.5455,13
0.6,0.88,0.2985,0.5455,10
0.6,0.83,0.1343,0.5606,7
0.56,0.88,0.1045,0.5303,12
0.56,0.88,0.0,0.5303,38
0.56,0.94,0.0896,0.5303,138
0.56,0.94,0.0,0.5303,394
0.6,0.83,0.0896,0.5606,705
0.62,0.83,0.1045,0.5758,426
0.64,0.78,0.1343,0.5909,245
0.66,0.69,0.0,0.6212,361
0.7,0.54,0.2537,0.6515,380
0.7,0.51,0.2537,0.6515,410
0.7,0.54,0.2537,0.6515,399
0.68,0.54,0.2836,0.6364,392
0.66,0.5,0.2239,0.6212,502
0.66,0.54,0.2985,0.6212,808
0.64,0.5,0.2239,0.6212,667
0.62,0.5,0.2537,0.6212,508
0.6,0.53,0.1642,0.6212,336
0.6,0.53,0.194,0.6212,237
0.58,0.53,0.2239,0.5455,220
0.56,0.56,0.194,0.5303,190
0.54,0.6,0.2239,0.5152,149
0.54,0.6,0.2239,0.5152,101
0.54,0.56,0.2239,0.5152,92
0.52,0.59,0.194,0.5,29
0.52,0.59,0.2537,0.5,14
0.5,0.63,0.194,0.4848,15
0.5,0.63,0.2537,0.4848,37
0.48,0.67,0.2836,0.4697,73
0.5,0.68,0.2836,0.4848,211
0.5,0.63,0.194,0.4848,332
0.54,0.56,0.2537,0.5152,472
0.56,0.52,0.2836,0.5303,663
0.62,0.41,0.2985,0.6212,682
0.62,0.41,0.2985,0.6212,686
0.6,0.4,0.2537,0.6212,750
0.6,0.43,0.2537,0.6212,727
0.62,0.41,0.2537,0.6212,722
0.6,0.38,0.3582,0.6212,712
0.56,0.46,0.194,0.5303,594
0.52,0.55,0.1642,0.5,470
0.52,0.55,0.194,0.5,315
0.52,0.55,0.1343,0.5,292
0.5,0.63,0.1045,0.4848,221
0.5,0.59,0.0896,0.4848,196
0.5,0.59,0.0,0.4848,147
0.5,0.59,0.0,0.4848,116
0.48,0.63,0.0,0.4697,92
0.46,0.67,0.0896,0.4545,58
0.46,0.67,0.0896,0.4545,7
0.44,0.72,0.0,0.4394,10
0.44,0.72,0.0896,0.4394,22
0.44,0.77,0.0,0.4394,57
0.48,0.67,0.1045,0.4697,144
0.52,0.63,0.1045,0.5,285
0.58,0.46,0.1642,0.5455,479
0.6,0.43,0.2239,0.6212,591
0.62,0.41,0.2985,0.6212,680
0.62,0.41,0.2537,0.6212,594
0.62,0.41,0.2537,0.6212,612
0.64,0.36,0.2537,0.6212,649
0.64,0.36,0.2239,0.6212,648
0.62,0.35,0.2836,0.6212,575
0.52,0.59,0.4478,0.5,401
0.5,0.72,0.1343,0.4848,257
0.5,0.72,0.1343,0.4848,194
0.5,0.68,0.0,0.4848,123
0.48,0.72,0.0,0.4697,91
0.48,0.72,0.0896,0.4697,57
0.46,0.72,0.1045,0.4545,45
0.44,0.77,0.0896,0.4394,18
0.46,0.72,0.0,0.4545,12
0.44,0.77,0.0,0.4394,7
0.42,0.82,0.1045,0.4242,10
0.44,0.77,0.0,0.4394,36
0.44,0.77,0.1045,0.4394,155
0.44,0.77,0.1642,0.4394,483
0.46,0.77,0.1045,0.4545,784
0.52,0.63,0.0,0.5,340
0.54,0.56,0.0,0.5152,179
0.58,0.46,0.0,0.5455,272
0.6,0.43,0.1642,0.6212,323
0.6,0.43,0.1642,0.6212,305
0.6,0.43,0.1045,0.6212,244
0.62,0.43,0.1343,0.6212,329
0.62,0.46,0.2537,0.6212,459
0.56,0.6,0.2537,0.5303,856
0.56,0.64,0.1045,0.5303,613
0.54,0.68,0.1045,0.5152,516
0.54,0.68,0.0,0.5152,262
0.54,0.73,0.1343,0.5152,218
0.54,0.77,0.0896,0.5152,207
0.54,0.77,0.0,0.5152,105
0.56,0.73,0.0,0.5303,31
0.54,0.77,0.1045,0.5152,11
0.54,0.77,0.1045,0.5152,2
0.54,0.88,0.194,0.5152,5
0.56,0.83,0.0896,0.5303,10
0.56,0.83,0.1343,0.5303,43
0.58,0.83,0.1045,0.5455,179
0.58,0.83,0.1045,0.5455,260
0.6,0.88,0.0,0.5455,134
0.58,0.88,0.1343,0.5455,86
0.58,0.88,0.1343,0.5455,45
0.58,0.94,0.1343,0.5455,99
0.6,0.88,0.194,0.5455,104
0.6,0.88,0.1343,0.5455,154
0.6,0.88,0.1343,0.5455,163
0.62,0.83,0.1343,0.5758,209
0.62,0.88,0.1343,0.5606,374
0.62,0.88,0.1045,0.5606,715
0.62,0.94,0.0896,0.5455,687
0.62,0.94,0.0,0.5455,395
0.62,0.94,0.1343,0.5455,306
0.62,0.94,0.1045,0.5455,289
0.62,0.94,0.1045,0.5455,240
0.62,0.94,0.0,0.5455,98
0.62,0.94,0.0,0.5455,52
0.62,0.94,0.0,0.5455,19
0.62,0.94,0.0,0.5455,9
0.6,0.94,0.0,0.5152,7
0.6,1.0,0.0,0.5,11
0.62,0.94,0.1045,0.5455,34
0.6,0.94,0.1343,0.5152,177
0.6,0.94,0.194,0.5152,515
0.62,0.88,0.1045,0.5606,809
0.62,0.83,0.194,0.5758,362
0.66,0.78,0.1642,0.6061,175
0.66,0.78,0.1642,0.6061,230
0.7,0.7,0.1045,0.6515,358
0.7,0.74,0.1045,0.6667,279
0.72,0.7,0.1642,0.6818,251
0.72,0.62,0.1642,0.6818,319
0.72,0.58,0.0,0.6667,478
0.7,0.65,0.0,0.6515,917
0.7,0.65,0.0,0.6515,810
0.7,0.65,0.0,0.6515,593
0.7,0.65,0.0,0.6515,497
0.66,0.74,0.0,0.6212,209
0.66,0.74,0.0,0.6212,241
0.66,0.78,0.0,0.6061,220
0.64,0.89,0.0,0.5758,76
0.62,0.94,0.0,0.5455,25
0.64,0.89,0.0,0.5758,13
0.62,0.88,0.0,0.5606,11
0.64,0.89,0.0,0.5758,10
0.64,0.89,0.1045,0.5758,39
0.62,0.94,0.0896,0.5455,133
0.64,0.89,0.0896,0.5758,391
0.64,0.89,0.0,0.5758,738
0.64,0.89,0.194,0.5758,359
